"Index","DomesticEquity.Close"
2016-07-25,7249.37
2016-07-26,7296.37
2016-07-27,7315.78
2016-07-28,7250.18
2016-07-29,7184.25
2016-08-01,7229.04
2016-08-02,7161.28
2016-08-04,7162.73
2016-08-05,7136.14
2016-08-08,7154.99
2016-08-10,7118.5
2016-08-11,7132.57
2016-08-12,7198.65
2016-08-15,7142.96
2016-08-16,7142.74
2016-08-17,7135.91
2016-08-18,7228.67
2016-08-19,7198.97
2016-08-22,7206.75
2016-08-23,7224.33
2016-08-24,7311.22
2016-08-25,7300.32
2016-08-26,7303.56
2016-08-29,7311.38
2016-08-30,7295.65
2016-08-31,7203.48
2016-09-01,7189.57
2016-09-02,7308.24
2016-09-05,7324.9
2016-09-06,7332.88
2016-09-07,7309.31
2016-09-08,7281.11
2016-09-09,7294.38
2016-09-12,7219.82
2016-09-13,7220.36
2016-09-14,7188.14
2016-09-15,7143.27
2016-09-16,7096.49
2016-09-19,7116.11
2016-09-20,7028.47
2016-09-21,6964.87
2016-09-22,7120.94
2016-09-23,7135.25
2016-09-26,7063.23
2016-09-27,6983.64
2016-09-28,7111.46
2016-09-29,7238.53
2016-09-30,7135.68
2016-10-03,7095.74
2016-10-04,7148.19
2016-10-05,7131.71
2016-10-06,7096.27
2016-10-07,7103.32
2016-10-10,7105.17
2016-10-11,7135.87
2016-10-12,7088.81
2016-10-13,6943.92
2016-10-14,7033.62
2016-10-17,6981.67
2016-10-18,7030.87
2016-10-19,7083.74
2016-10-20,7072.16
2016-10-21,7100.84
2016-10-24,7108.29
2016-10-25,7117.43
2016-10-26,7090.28
2016-10-27,7033.53
2016-10-28,6986.5
2016-10-31,6957.94
2016-11-01,7014.69
2016-11-02,6930.09
2016-11-03,6910.06
2016-11-04,6833.97
2016-11-07,6918.93
2016-11-08,6973.52
2016-11-09,7011.82
2016-11-10,7082.67
2016-11-11,6917.86
2016-11-14,6840.44
2016-11-15,6798.95
2016-11-16,6880.31
2016-11-17,6964.62
2016-11-18,6965.79
2016-11-21,6961.72
2016-11-22,7033.44
2016-11-23,6967.51
2016-11-24,6959.94
2016-11-25,6978.48
2016-11-28,6909.31
2016-11-29,6904.31
2016-11-30,6919.33
2016-12-01,6880.4
2016-12-02,6787.95
2016-12-05,6850.99
2016-12-06,6743.82
2016-12-07,6822.91
2016-12-08,6970.1
2016-12-09,7019.26
2016-12-12,6967.95
2016-12-13,7011.94
2016-12-14,6994.98
2016-12-15,6853.61
2016-12-19,6879.78
2016-12-20,6943.53
2016-12-21,6918.8
2016-12-22,6873.26
2016-12-23,6813.51
2016-12-28,6940.7
2016-12-29,6990.27
2016-12-30,6986.33
